record_type,transaction_id,transaction_at,business_date,processor,source_system,venue_area,terminal_id,reference_id,transaction_type,amount,settlement_status,auth_code,expected_amount,settled_amount,variance_amount,expected_transaction_count,settled_transaction_count,discrepancy_type,diagnosis,recommended_action
transaction,txn-08427,2026-04-03 19:37:38,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-147,INV-S4-100031,SALE,23.16,OFFLINE_UNSYNCED,AUTH8286,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-08668,2026-04-03 19:39:17,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-400960,REFUND,159.79,SETTLED,SG23031,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-08899,2026-04-03 19:40:37,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-123,INV-S4-100025,SALE,39.11,OFFLINE_UNSYNCED,AUTH4969,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-08923,2026-04-03 19:40:43,2026-04-03,FreedomPay,,TKT-GATE-4,FP-TERM-17,REQ-FP-200026,SALE,191.56,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-09015,2026-04-03 19:41:12,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-7,SG-ORD-402713,REFUND,289.3,SETTLED,SG54568,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-09114,2026-04-03 19:41:51,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-1,SG-ORD-400229,REFUND,286.18,SETTLED,SG80028,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-09259,2026-04-03 19:42:36,2026-04-03,Shift4,,MERCH-MAIN,TERM-126,INV-S4-100007,SALE,13.96,OFFLINE_UNSYNCED,AUTH5515,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-09284,2026-04-03 19:42:46,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-6,SG-ORD-400935,REFUND,117.17,SETTLED,SG61886,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-09324,2026-04-03 19:42:57,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-19,REQ-FP-200000,SALE,243.4,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-09469,2026-04-03 19:43:51,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-7,SG-ORD-400383,REFUND,60.93,SETTLED,SG69417,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-09470,2026-04-03 19:43:51,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-1,SG-ORD-400676,REFUND,70.88,SETTLED,SG57516,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-09639,2026-04-03 19:44:51,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-5,SG-ORD-402530,REFUND,331.19,SETTLED,SG89965,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-09676,2026-04-03 19:45:04,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-400529,REFUND,266.96,SETTLED,SG61985,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-09893,2026-04-03 19:46:12,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-5,SG-ORD-400004,SALE,3567.1,SETTLED,SG48096,,,,,,Duplicate reference,"Two or more ledger rows share the same processor reference ID, suggesting either a double export by the processor or a duplicate settlement batch upload.",Cross-check the raw export file for duplicate rows and void the secondary entry if the charge amount matches.
transaction,txn-09893,2026-04-03 19:46:12,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-5,SG-ORD-400004,SALE,3567.1,SETTLED,SG48096,,,,,,High-value review,Large SeatGeek box-office transaction — likely a premium suite or VIP package sale that exceeds standard transaction thresholds.,Validate against the box-office manifest and confirm suite invoice number before finalising the ledger.
transaction,txn-10037,2026-04-03 19:46:59,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-6,SG-ORD-401275,REFUND,86.82,SETTLED,SG76008,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10065,2026-04-03 19:47:05,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-4,SG-ORD-400937,REFUND,139.62,SETTLED,SG73296,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10176,2026-04-03 19:47:41,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-4,SG-ORD-400040,REFUND,79.39,SETTLED,SG61614,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10302,2026-04-03 19:48:22,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-14,REQ-FP-200012,SALE,84.19,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-10414,2026-04-03 19:48:53,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-7,SG-ORD-401390,REFUND,156.07,SETTLED,SG57473,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10440,2026-04-03 19:49:03,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-4,SG-ORD-402086,REFUND,292.86,SETTLED,SG28266,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10461,2026-04-03 19:49:08,2026-04-03,Tapin2,,MOBILE-ORDER-CONCOURSE,T2-KIOSK-8,T2-500013,SALE,36.55,PENDING,T2REF56957,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-10542,2026-04-03 19:49:37,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-2,SG-ORD-402385,REFUND,137.5,SETTLED,SG50925,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10587,2026-04-03 19:49:49,2026-04-03,Shift4,,MERCH-MAIN,TERM-115,INV-S4-100020,SALE,13.45,OFFLINE_UNSYNCED,AUTH7867,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-10669,2026-04-03 19:50:13,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-1,SG-ORD-400990,REFUND,293.28,SETTLED,SG35159,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10882,2026-04-03 19:51:20,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-6,SG-ORD-401393,REFUND,248.67,SETTLED,SG95299,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-10912,2026-04-03 19:51:30,2026-04-03,Shift4,,MERCH-MAIN,TERM-117,INV-S4-100023,SALE,40.58,OFFLINE_UNSYNCED,AUTH6252,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-11009,2026-04-03 19:52:12,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-6,SG-ORD-402497,REFUND,145.17,SETTLED,SG77165,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11033,2026-04-03 19:52:20,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-5,SG-ORD-402602,REFUND,131.66,SETTLED,SG85524,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11122,2026-04-03 19:52:54,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-1,SG-ORD-401695,REFUND,283.24,SETTLED,SG17240,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11131,2026-04-03 19:52:57,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-4,SG-ORD-400007,SALE,3458.43,SETTLED,SG14567,,,,,,High-value review,Large SeatGeek box-office transaction — likely a premium suite or VIP package sale that exceeds standard transaction thresholds.,Validate against the box-office manifest and confirm suite invoice number before finalising the ledger.
transaction,txn-11161,2026-04-03 19:53:05,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-14,REQ-FP-200015,SALE,436.84,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-11214,2026-04-03 19:53:26,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-6,SG-ORD-402747,REFUND,337.13,SETTLED,SG10428,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11245,2026-04-03 19:53:34,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-6,SG-ORD-401310,REFUND,73.54,SETTLED,SG85323,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11279,2026-04-03 19:53:43,2026-04-03,Shift4,,SEC-302-BAR,TERM-111,INV-S4-100036,SALE,37.21,OFFLINE_UNSYNCED,AUTH9322,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-11626,2026-04-03 19:55:32,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-400000,SALE,219.91,SETTLED,SG66131,,,,,,Duplicate reference,"Two or more ledger rows share the same processor reference ID, suggesting either a double export by the processor or a duplicate settlement batch upload.",Cross-check the raw export file for duplicate rows and void the secondary entry if the charge amount matches.
transaction,txn-11732,2026-04-03 19:56:11,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-1,SG-ORD-400458,REFUND,349.52,SETTLED,SG98369,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11750,2026-04-03 19:56:18,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-400035,REFUND,104.62,SETTLED,SG44872,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11787,2026-04-03 19:56:31,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-2,SG-ORD-400409,REFUND,238.82,SETTLED,SG40014,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11810,2026-04-03 19:56:38,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-4,SG-ORD-401349,REFUND,210.72,SETTLED,SG65809,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11820,2026-04-03 19:56:40,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-6,SG-ORD-402735,REFUND,121.1,SETTLED,SG50686,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11851,2026-04-03 19:56:47,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-6,SG-ORD-400352,REFUND,70.22,SETTLED,SG90999,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-11855,2026-04-03 19:56:48,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-400002,SALE,1566.03,SETTLED,SG48384,,,,,,Duplicate reference,"Two or more ledger rows share the same processor reference ID, suggesting either a double export by the processor or a duplicate settlement batch upload.",Cross-check the raw export file for duplicate rows and void the secondary entry if the charge amount matches.
transaction,txn-11855,2026-04-03 19:56:48,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-400002,SALE,1566.03,SETTLED,SG48384,,,,,,High-value review,Large SeatGeek box-office transaction — likely a premium suite or VIP package sale that exceeds standard transaction thresholds.,Validate against the box-office manifest and confirm suite invoice number before finalising the ledger.
transaction,txn-11910,2026-04-03 19:57:03,2026-04-03,FreedomPay,,TKT-GATE-4,FP-TERM-11,REQ-FP-200018,SALE,388.28,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-11955,2026-04-03 19:57:15,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-128,INV-S4-100019,SALE,26.49,OFFLINE_UNSYNCED,AUTH7921,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-12057,2026-04-03 19:57:46,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-402507,REFUND,101.86,SETTLED,SG26823,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-12074,2026-04-03 19:57:50,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-401960,REFUND,251.7,SETTLED,SG99895,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-12107,2026-04-03 19:57:59,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-2,SG-ORD-402001,REFUND,212.3,SETTLED,SG63805,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-12259,2026-04-03 19:58:48,2026-04-03,Tapin2,,SUITE-DELIVERY,T2-KIOSK-5,T2-500014,SALE,30.27,PENDING,T2REF56994,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-12279,2026-04-03 19:58:55,2026-04-03,FreedomPay,,TKT-GATE-4,FP-TERM-16,REQ-FP-200021,SALE,395.21,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-12303,2026-04-03 19:59:04,2026-04-03,Shift4,,SEC-302-BAR,TERM-104,INV-S4-100008,SALE,25.88,OFFLINE_UNSYNCED,AUTH5464,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-12372,2026-04-03 19:59:29,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-3,SG-ORD-401044,REFUND,239.6,SETTLED,SG19672,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-12402,2026-04-03 19:59:36,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-401927,REFUND,248.94,SETTLED,SG95343,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-12581,2026-04-03 20:00:30,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-7,SG-ORD-400735,REFUND,313.03,SETTLED,SG73682,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-12763,2026-04-03 20:01:27,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-2,T2-500010,SALE,54.26,PENDING,T2REF34290,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-12779,2026-04-03 20:01:33,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-18,REQ-FP-200010,SALE,446.79,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-13029,2026-04-03 20:02:59,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-2,SG-ORD-400972,REFUND,302.14,SETTLED,SG85254,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-13082,2026-04-03 20:03:18,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-19,REQ-FP-200001,SALE,262.73,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-13137,2026-04-03 20:03:37,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-125,INV-S4-100012,SALE,8.14,OFFLINE_UNSYNCED,AUTH4177,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-13156,2026-04-03 20:03:43,2026-04-03,Shift4,,SEC-302-BAR,TERM-104,INV-S4-100049,SALE,16.56,OFFLINE_UNSYNCED,AUTH7772,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-13213,2026-04-03 20:04:01,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-3,SG-ORD-402446,REFUND,151.58,SETTLED,SG52002,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-13281,2026-04-03 20:04:23,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-401832,REFUND,282.57,SETTLED,SG14120,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-13632,2026-04-03 20:06:25,2026-04-03,Shift4,,SEC-302-BAR,TERM-117,INV-S4-100044,SALE,33.62,OFFLINE_UNSYNCED,AUTH7627,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-13681,2026-04-03 20:06:44,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-400705,REFUND,82.56,SETTLED,SG30085,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-13724,2026-04-03 20:07:01,2026-04-03,Shift4,,SEC-302-BAR,TERM-136,INV-S4-100006,SALE,33.69,OFFLINE_UNSYNCED,AUTH4618,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-13728,2026-04-03 20:07:03,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-5,SG-ORD-401156,REFUND,84.41,SETTLED,SG56986,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14097,2026-04-03 20:09:11,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-400154,REFUND,311.67,SETTLED,SG65432,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14116,2026-04-03 20:09:19,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-4,SG-ORD-402873,REFUND,92.57,SETTLED,SG48096,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14243,2026-04-03 20:09:59,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-5,SG-ORD-401497,REFUND,289.01,SETTLED,SG66767,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14247,2026-04-03 20:10:01,2026-04-03,FreedomPay,,TKT-GATE-4,FP-TERM-16,REQ-FP-200004,SALE,191.97,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-14406,2026-04-03 20:10:57,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-6,SG-ORD-400986,REFUND,242.13,SETTLED,SG44845,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14427,2026-04-03 20:11:05,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-5,SG-ORD-402626,REFUND,82.27,SETTLED,SG22345,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14450,2026-04-03 20:11:12,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-6,SG-ORD-400995,REFUND,312.13,SETTLED,SG66494,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14532,2026-04-03 20:11:36,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-5,T2-500008,SALE,48.99,PENDING,T2REF89782,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-14599,2026-04-03 20:12:01,2026-04-03,Shift4,,MERCH-MAIN,TERM-143,INV-S4-100045,SALE,16.81,OFFLINE_UNSYNCED,AUTH2770,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-14618,2026-04-03 20:12:06,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-2,SG-ORD-401771,REFUND,252.06,SETTLED,SG10688,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14633,2026-04-03 20:12:12,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-3,SG-ORD-400062,REFUND,103.22,SETTLED,SG98009,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-14642,2026-04-03 20:12:17,2026-04-03,Shift4,,MERCH-MAIN,TERM-135,INV-S4-100047,SALE,33.3,OFFLINE_UNSYNCED,AUTH7179,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-14739,2026-04-03 20:12:46,2026-04-03,Shift4,,MERCH-MAIN,TERM-136,INV-S4-100043,SALE,44.23,OFFLINE_UNSYNCED,AUTH6848,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-14760,2026-04-03 20:12:54,2026-04-03,FreedomPay,,TKT-GATE-4,FP-TERM-15,REQ-FP-200020,SALE,499.84,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
